lat,lon,loc
8.956523,124.787895,SUGBONGCOGON (MISAMIS ORIENTAL)
8.539442,124.753765,TAGOLOAN (MISAMIS ORIENTAL)
8.995312,124.883965,TALISAYAN (MISAMIS ORIENTAL)
8.589487,124.772606,VILLANUEVA (MISAMIS ORIENTAL)
17.041459,121.099554,BARLIG (MOUNTAIN PROVINCE)
16.98171,120.858093,BAUKO (MOUNTAIN PROVINCE)
17.095225,120.856026,BESAO (MOUNTAIN PROVINCE)
17.086358,120.976914,BONTOC (MOUNTAIN PROVINCE)
17.109937,121.279428,NATONIN (MOUNTAIN PROVINCE)
17.181302,121.403558,PARACELIS (MOUNTAIN PROVINCE)
17.005684,120.922212,SABANGAN (MOUNTAIN PROVINCE)
17.168183,121.02639,SADANGA (MOUNTAIN PROVINCE)
17.084409,120.900481,SAGADA (MOUNTAIN PROVINCE)
16.995794,120.821832,TADIAN (MOUNTAIN PROVINCE)
10.658872,122.966364,CITY OF BACOLOD (NEGROS OCCIDENTAL)
10.538179,122.835084,CITY OF BAGO (NEGROS OCCIDENTAL)
10.955671,123.310659,CITY OF CADIZ (NEGROS OCCIDENTAL)
10.843307,123.497008,CITY OF ESCALANTE (NEGROS OCCIDENTAL)
10.129283,122.870744,CITY OF HIMAMAYLAN (NEGROS OCCIDENTAL)
10.003977,122.805934,CITY OF KABANKALAN (NEGROS OCCIDENTAL)
10.426894,122.921413,CITY OF LA CARLOTA (NEGROS OCCIDENTAL)
10.876779,123.408504,CITY OF SAGAY (NEGROS OCCIDENTAL)
10.49296,123.409427,CITY OF SAN CARLOS (NEGROS OCCIDENTAL)
10.800807,122.975072,CITY OF SILAY (NEGROS OCCIDENTAL)
9.768901,122.432316,CITY OF SIPALAY (NEGROS OCCIDENTAL)
10.747756,122.979183,CITY OF TALISAY (NEGROS OCCIDENTAL)
10.90084,123.071475,CITY OF VICTORIAS (NEGROS OCCIDENTAL)
10.193923,122.85874,BINALBAGAN (NEGROS OCCIDENTAL)
10.593771,123.480415,CALATRAVA (NEGROS OCCIDENTAL)
9.831104,122.643001,CANDONI (NEGROS OCCIDENTAL)
9.973539,122.625996,CAUAYAN (NEGROS OCCIDENTAL)
10.879042,122.978272,ENRIQUE B. MAGALONA (NEGROS OCCIDENTAL)
10.270738,122.852805,HINIGARAN (NEGROS OCCIDENTAL)
9.601797,122.466813,HINOBA-AN (NEGROS OCCIDENTAL)
10.024085,122.769296,ILOG (NEGROS OCCIDENTAL)
10.205424,122.989149,ISABELA (NEGROS OCCIDENTAL)
10.32339,123.018582,LA CASTELLANA (NEGROS OCCIDENTAL)
10.957813,123.123745,MANAPLA (NEGROS OCCIDENTAL)
10.26982,123.074292,MOISES PADILLA (NEGROS OCCIDENTAL)
10.605951,123.040495,MURCIA (NEGROS OCCIDENTAL)
10.376083,122.866583,PONTEVEDRA (NEGROS OCCIDENTAL)
10.52002,122.804083,PULUPANDAN (NEGROS OCCIDENTAL)
10.577653,123.220686,SALVADOR BENEDICTO (NEGROS OCCIDENTAL)
10.419735,122.849712,SAN ENRIQUE (NEGROS OCCIDENTAL)
10.714868,123.515695,TOBOSO (NEGROS OCCIDENTAL)
10.461606,122.822844,VALLADOLID (NEGROS OCCIDENTAL)
9.591717,123.122216,CITY OF BAIS (NEGROS ORIENTAL)
9.383886,122.789176,CITY OF BAYAWAN (NEGROS ORIENTAL)
10.386235,123.216505,CITY OF CANLAON (NEGROS ORIENTAL)
9.304964,123.309665,CITY OF DUMAGUETE (NEGROS ORIENTAL)
10.119907,123.272689,CITY OF GUIHULNGAN (NEGROS ORIENTAL)
9.515837,123.156035,CITY OF TANJAY (NEGROS ORIENTAL)
9.859118,123.143143,AYUNGON (NEGROS ORIENTAL)
9.464161,123.223054,AMLAN (NEGROS ORIENTAL)
9.245152,123.295857,BACONG (NEGROS ORIENTAL)
9.408293,122.63961,BASAY (NEGROS ORIENTAL)
9.764223,123.143732,BINDOY (NEGROS ORIENTAL)
9.189387,123.26621,DAUIN (NEGROS ORIENTAL)
9.979146,123.200079,JIMALALUD (NEGROS ORIENTAL)
10.025851,123.235025,LA LIBERTAD (NEGROS ORIENTAL)
9.735632,122.926709,MABINAY (NEGROS ORIENTAL)
9.6788,123.14885,MANJUYOD (NEGROS ORIENTAL)
9.473567,123.121075,PAMPLONA (NEGROS ORIENTAL)
9.413911,123.241501,SAN JOSE (NEGROS ORIENTAL)
9.333414,122.862688,SANTA CATALINA (NEGROS ORIENTAL)
9.061844,123.033849,SIATON (NEGROS ORIENTAL)
9.35898,123.284779,SIBULAN (NEGROS ORIENTAL)
9.922473,123.171584,TAYASAN (NEGROS ORIENTAL)
9.280664,123.243865,VALENCIA (NEGROS ORIENTAL)
10.335507,123.326424,VALLEHERMOSO (NEGROS ORIENTAL)
9.09971,123.200301,ZAMBOANGUITA (NEGROS ORIENTAL)
12.500468,124.282612,ALLEN (NORTHERN SAMAR)
12.680216,124.362138,BIRI (NORTHERN SAMAR)
12.527466,124.563105,BOBON (NORTHERN SAMAR)
12.423244,124.182031,CAPUL (NORTHERN SAMAR)
12.499083,124.637769,CATARMAN (NORTHERN SAMAR)
12.408432,125.053233,CATUBIG (NORTHERN SAMAR)
12.385292,125.298447,GAMAY (NORTHERN SAMAR)
12.569714,125.010698,LAOANG (NORTHERN SAMAR)
12.318272,125.301247,LAPINIG (NORTHERN SAMAR)
12.338193,125.031132,LAS NAVAS (NORTHERN SAMAR)
12.534579,124.330224,LAVEZARES (NORTHERN SAMAR)
12.298241,124.623509,LOPE DE VEGA (NORTHERN SAMAR)
12.475298,125.254059,MAPANAS (NORTHERN SAMAR)
12.517519,124.7514,MONDRAGON (NORTHERN SAMAR)
12.545804,125.115656,PALAPAG (NORTHERN SAMAR)
12.562954,124.926636,PAMBUJAN (NORTHERN SAMAR)
12.523359,124.425209,ROSARIO (NORTHERN SAMAR)
12.413177,124.279079,SAN ANTONIO (NORTHERN SAMAR)
12.385609,124.330726,SAN ISIDRO (NORTHERN SAMAR)
12.528081,124.487875,SAN JOSE (NORTHERN SAMAR)
12.539389,124.875881,SAN ROQUE (NORTHERN SAMAR)
12.274546,124.099471,SAN VICENTE (NORTHERN SAMAR)
12.325329,124.846759,SILVINO LOBOS (NORTHERN SAMAR)
12.446708,124.314249,VICTORIA (NORTHERN SAMAR)
15.470819,120.951926,CITY OF CABANATUAN (NUEVA ECIJA)
15.293731,120.948569,CITY OF GAPAN (NUEVA ECIJA)
15.713184,120.903928,SCIENCE CITY OF MUñOZ (NUEVA ECIJA)
15.56347,121.100324,CITY OF PALAYAN (NUEVA ECIJA)
15.792329,120.98881,CITY OF SAN JOSE (NUEVA ECIJA)
15.500304,120.844343,ALIAGA (NUEVA ECIJA)
15.627455,121.145089,BONGABON (NUEVA ECIJA)
15.252417,120.860252,CABIAO (NUEVA ECIJA)
15.960346,121.063075,CARRANGLAN (NUEVA ECIJA)
15.778729,120.663963,CUYAPO (NUEVA ECIJA)
15.455879,121.337733,GABALDON (NUEVA ECIJA)
15.602649,121.050114,GENERAL MAMERTO NATIVIDAD (NUEVA ECIJA)
15.349975,121.045877,GENERAL TINIO (NUEVA ECIJA)
15.660469,120.76693,GUIMBA (NUEVA ECIJA)
15.337617,120.905474,JAEN (NUEVA ECIJA)
15.571965,121.168391,LAUR (NUEVA ECIJA)
15.539983,120.762376,LICAB (NUEVA ECIJA)
15.662196,121.019082,LLANERA (NUEVA ECIJA)
15.877271,120.898839,LUPAO (NUEVA ECIJA)
15.734168,120.635493,NAMPICUAN (NUEVA ECIJA)
15.807999,121.143137,PANTABANGAN (NUEVA ECIJA)
15.365168,121.014153,PEñARANDA (NUEVA ECIJA)
15.55152,120.814756,QUEZON (NUEVA ECIJA)
15.707946,121.101872,RIZAL (NUEVA ECIJA)
15.306756,120.856795,SAN ANTONIO (NUEVA ECIJA)
15.309525,120.906903,SAN ISIDRO (NUEVA ECIJA)
15.361799,120.94072,SAN LEONARDO (NUEVA ECIJA)
15.424278,120.939576,SANTA ROSA (NUEVA ECIJA)
15.582917,120.87748,SANTO DOMINGO (NUEVA ECIJA)
15.584277,120.918328,TALAVERA (NUEVA ECIJA)
15.777141,120.807712,TALUGTUG (NUEVA ECIJA)
15.449274,120.793209,ZARAGOZA (NUEVA ECIJA)
15.793534,121.302568,ALFONSO CASTAñEDA (NUEVA VIZCAYA)
16.531602,121.028334,AMBAGUIO (NUEVA VIZCAYA)
16.294631,121.033745,ARITAO (NUEVA VIZCAYA)
16.60738,121.253309,BAGABAG (NUEVA VIZCAYA)
16.384547,121.105717,BAMBANG (NUEVA VIZCAYA)
16.482753,121.150803,BAYOMBONG (NUEVA VIZCAYA)
16.660519,121.369251,DIADI (NUEVA VIZCAYA)
16.307468,121.101915,DUPAX DEL NORTE (NUEVA VIZCAYA)
16.283683,121.091264,DUPAX DEL SUR (NUEVA VIZCAYA)
16.314616,121.293612,KASIBU (NUEVA VIZCAYA)
16.358841,121.293607,KAYAPA (NUEVA VIZCAYA)
16.489145,121.26402,QUEZON (NUEVA VIZCAYA)
16.159178,120.938009,SANTA FE (NUEVA VIZCAYA)
16.522869,121.192516,SOLANO (NUEVA VIZCAYA)
16.590648,121.186653,VILLAVERDE (NUEVA VIZCAYA)
13.444794,120.726036,ABRA DE ILOG (OCCIDENTAL MINDORO)
12.571483,120.940247,CALINTAAN (OCCIDENTAL MINDORO)
13.719274,120.25047,LOOC (OCCIDENTAL MINDORO)
13.858669,120.122928,LUBANG (OCCIDENTAL MINDORO)
12.311653,121.144786,MAGSAYSAY (OCCIDENTAL MINDORO)
13.226471,120.594671,MAMBURAO (OCCIDENTAL MINDORO)
13.416651,120.464021,PALUAN (OCCIDENTAL MINDORO)
12.459551,120.964026,RIZAL (OCCIDENTAL MINDORO)
12.843832,120.780123,SABLAYAN (OCCIDENTAL MINDORO)
12.352624,121.067748,SAN JOSE (OCCIDENTAL MINDORO)
13.083387,120.719172,SANTA CRUZ (OCCIDENTAL MINDORO)
13.37911,121.182923,CITY OF CALAPAN (ORIENTAL MINDORO)
13.359373,121.096774,BACO (ORIENTAL MINDORO)
12.864532,121.456589,BANSUD (ORIENTAL MINDORO)
12.747379,121.488589,BONGABONG (ORIENTAL MINDORO)
12.325311,121.343912,BULALACAO (ORIENTAL MINDORO)
12.971999,121.472934,GLORIA (ORIENTAL MINDORO)
12.522742,121.441614,MANSALAY (ORIENTAL MINDORO)
13.324417,121.302307,NAUJAN (ORIENTAL MINDORO)
13.034605,121.485082,PINAMALAYAN (ORIENTAL MINDORO)
13.143227,121.441403,POLA (ORIENTAL MINDORO)
13.501235,120.954985,PUERTO GALERA (ORIENTAL MINDORO)
12.590292,121.516923,ROXAS (ORIENTAL MINDORO)
13.435419,121.020058,SAN TEODORO (ORIENTAL MINDORO)
13.054158,121.404596,SOCORRO (ORIENTAL MINDORO)
13.173458,121.279223,VICTORIA (ORIENTAL MINDORO)
9.783354,118.732031,CITY OF PUERTO PRINCESA (PALAWAN)
9.415012,118.53678,ABORLAN (PALAWAN)
11.152012,120.939655,AGUTAYA (PALAWAN)
10.553056,119.990476,ARACELI (PALAWAN)
7.986198,117.064787,BALABAC (PALAWAN)
8.672185,117.629378,BATARAZA (PALAWAN)
8.774255,117.838917,BROOKE'S POINT (PALAWAN)
12.133556,119.936328,BUSUANGA (PALAWAN)
9.577471,121.198088,CAGAYANCILLO (PALAWAN)
11.998865,120.205208,CORON (PALAWAN)
11.894464,120.019436,CULION (PALAWAN)
10.854018,121.007648,CUYO (PALAWAN)
10.528122,119.770048,DUMARAN (PALAWAN)
11.179882,119.390378,EL NIDO (PALAWAN)
11.471431,119.773453,LINAPACAN (PALAWAN)
11.052597,114.285132,KALAYAAN (PALAWAN)
10.865577,121.051203,MAGSAYSAY (PALAWAN)
9.267419,118.404682,NARRA (PALAWAN)
9.237121,117.996286,QUEZON (PALAWAN)
9.019073,117.648954,JOSE P. RIZAL (PALAWAN)
10.318857,119.342995,ROXAS (PALAWAN)
10.82491,119.518283,TAYTAY (PALAWAN)
10.526731,119.260083,SAN VICENTE (PALAWAN)
8.971398,117.999258,SOFRONIO ESPAñOLA (PALAWAN)
15.165517,120.608058,CITY OF ANGELES (PAMPANGA)
15.244204,120.564558,CITY OF MABALACAT (PAMPANGA)
15.027922,120.693854,CITY OF SAN FERNANDO (PAMPANGA)
14.95379,120.768485,APALIT (PAMPANGA)
15.154176,120.771658,ARAYAT (PAMPANGA)
14.996625,120.651723,BACOLOR (PAMPANGA)
15.092973,120.827995,CANDABA (PAMPANGA)
14.974648,120.528177,FLORIDABLANCA (PAMPANGA)
14.965005,120.633575,GUAGUA (PAMPANGA)
14.937678,120.599588,LUBAO (PAMPANGA)
14.908406,120.715178,MACABEBE (PAMPANGA)
15.214316,120.662159,MAGALANG (PAMPANGA)
14.892482,120.705316,MASANTOL (PAMPANGA)
15.065124,120.720081,MEXICO (PAMPANGA)
14.970556,120.686167,MINALIN (PAMPANGA)
15.073375,120.540734,PORAC (PAMPANGA)
15.039043,120.789242,SAN LUIS (PAMPANGA)
14.98485,120.751571,SAN SIMON (PAMPANGA)
15.083981,120.762927,SANTA ANA (PAMPANGA)
15.000479,120.617935,SANTA RITA (PAMPANGA)
14.996707,120.704272,SANTO TOMAS (PAMPANGA)
14.936334,120.622281,SASMUAN (PAMPANGA)
16.155874,119.979706,CITY OF ALAMINOS (PANGASINAN)
16.04343,120.33532,CITY OF DAGUPAN (PANGASINAN)
15.924929,120.347294,CITY OF SAN CARLOS (PANGASINAN)
16.003863,120.575603,CITY OF URDANETA (PANGASINAN)
16.288889,119.949255,ANDA (PANGASINAN)
16.115822,119.799075,AGNO (PANGASINAN)
15.889572,120.23821,AGUILAR (PANGASINAN)
15.846018,120.521861,ALCALA (PANGASINAN)
16.003874,120.670223,ASINGAN (PANGASINAN)
15.897911,120.671694,BALUNGAO (PANGASINAN)
16.183763,119.861887,BANI (PANGASINAN)
15.858516,120.399757,BASISTA (PANGASINAN)
15.81122,120.476111,BAUTISTA (PANGASINAN)
15.810262,120.456183,BAYAMBANG (PANGASINAN)
16.045246,120.591918,BINALONAN (PANGASINAN)
16.028619,120.26951,BINMALEY (PANGASINAN)
16.38835,119.892824,BOLINAO (PANGASINAN)
15.954548,120.21729,BUGALLON (PANGASINAN)
16.058518,119.864291,BURGOS (PANGASINAN)
16.00881,120.356753,CALASIAO (PANGASINAN)
15.990146,119.880273,DASOL (PANGASINAN)
15.825521,119.905764,INFANTA (PANGASINAN)
16.025773,120.146994,LABRADOR (PANGASINAN)
16.048234,120.547282,LAOAC (PANGASINAN)
16.019992,120.230808,LINGAYEN (PANGASINAN)
16.06946,119.940743,MABINI (PANGASINAN)
15.920228,120.412871,MALASIQUI (PANGASINAN)
16.043576,120.487198,MANAOAG (PANGASINAN)
16.069722,120.403698,MANGALDAN (PANGASINAN)
15.79047,120.29341,MANGATAREM (PANGASINAN)
16.027036,120.4529,MAPANDAN (PANGASINAN)
16.043313,120.797614,NATIVIDAD (PANGASINAN)
16.110483,120.545657,POZZORUBIO (PANGASINAN)
15.892258,120.632963,ROSALES (PANGASINAN)
16.122345,120.403419,SAN FABIAN (PANGASINAN)
16.072744,120.438099,SAN JACINTO (PANGASINAN)
16.063939,120.670192,SAN MANUEL (PANGASINAN)
16.069292,120.76113,SAN NICOLAS (PANGASINAN)
15.982643,120.813511,SAN QUINTIN (PANGASINAN)
15.997081,120.42104,SANTA BARBARA (PANGASINAN)
15.980955,120.699411,SANTA MARIA (PANGASINAN)
15.87856,120.583102,SANTO TOMAS (PANGASINAN)
16.172536,120.509302,SISON (PANGASINAN)
16.065819,120.095499,SUAL (PANGASINAN)
16.027039,120.745016,TAYUG (PANGASINAN)
15.927393,120.840794,UMINGAN (PANGASINAN)
15.82252,120.330246,URBIZTONDO (PANGASINAN)
15.901187,120.587207,VILLASIS (PANGASINAN)
13.961031,121.63361,CITY OF LUCENA (QUEZON)
14.02487,121.592411,CITY OF TAYABAS (QUEZON)
13.875552,121.913387,AGDANGAN (QUEZON)
14.102322,122.013621,ALABAT (QUEZON)
14.001905,121.92051,ATIMONAN (QUEZON)
13.737447,122.4674,BUENAVISTA (QUEZON)
14.842065,121.968419,BURDEOS (QUEZON)
13.956792,122.287233,CALAUAG (QUEZON)
13.928337,121.424623,CANDELARIA (QUEZON)
13.592842,122.32822,CATANAUAN (QUEZON)
14.013561,121.390286,DOLORES (QUEZON)
13.688354,122.171156,GENERAL LUNA (QUEZON)
14.757104,121.620902,GENERAL NAKAR (QUEZON)
13.897323,122.45417,GUINAYANGAN (QUEZON)
13.921188,122.098382,GUMACA (QUEZON)
14.746481,121.648909,INFANTA (QUEZON)
14.696031,122.330732,JOMALIG (QUEZON)
13.884103,122.26003,LOPEZ (QUEZON)
14.11411,121.554835,LUCBAN (QUEZON)
13.747738,122.13801,MACALELON (QUEZON)
14.190024,121.73171,MAUBAN (QUEZON)
13.523363,122.403396,MULANAY (QUEZON)
13.915645,121.814341,PADRE BURGOS (QUEZON)
13.971228,121.686642,PAGBILAO (QUEZON)
14.93403,121.814406,PANUKULAN (QUEZON)
14.754223,122.218287,PATNANUNGAN (QUEZON)
14.192618,121.925297,PEREZ (QUEZON)
13.783087,122.088057,PITOGO (QUEZON)
13.958956,122.011592,PLARIDEL (QUEZON)
14.714457,121.938236,POLILLO (QUEZON)
14.00683,122.182324,QUEZON (QUEZON)
14.66709,121.60263,REAL (QUEZON)
14.162327,121.638225,SAMPALOC (QUEZON)
13.32285,122.674796,SAN ANDRES (QUEZON)
13.895833,121.293089,SAN ANTONIO (QUEZON)
13.347,122.52066,SAN FRANCISCO (QUEZON)
13.565697,122.566484,SAN NARCISO (QUEZON)
13.962765,121.523602,SARIAYA (QUEZON)
13.965872,122.539471,TAGKAWAYAN (QUEZON)
13.958963,121.323089,TIAONG (QUEZON)
13.838306,121.97806,UNISAN (QUEZON)
16.489887,121.58557,AGLIPAY (QUIRINO)
16.509767,121.528407,CABARROGUIS (QUIRINO)
16.59073,121.502762,DIFFUN (QUIRINO)
16.340724,121.684331,MADDELA (QUIRINO)
16.227902,121.60823,NAGTIPUNAN (QUIRINO)
16.540369,121.563787,SAGUDAY (QUIRINO)
14.586166,121.175982,CITY OF ANTIPOLO (RIZAL)
14.526233,121.152654,ANGONO (RIZAL)
14.523941,121.261203,BARAS (RIZAL)
14.48179,121.188213,BINANGONAN (RIZAL)
14.5802,121.114657,CAINTA (RIZAL)
14.484998,121.230763,CARDONA (RIZAL)
14.358164,121.326729,JALA-JALA (RIZAL)
14.512929,121.238913,MORONG (RIZAL)
14.476796,121.314889,PILILLA (RIZAL)
14.732456,121.145542,RODRIGUEZ (RIZAL)
14.695176,121.11789,SAN MATEO (RIZAL)
14.50028,121.283427,TANAY (RIZAL)
14.552411,121.130672,TAYTAY (RIZAL)
14.558458,121.207939,TERESA (RIZAL)
12.258572,122.054955,ALCANTARA (ROMBLON)
12.945889,122.095806,BANTON (ROMBLON)
12.3685,122.686146,CAJIDIOCAN (ROMBLON)
12.618265,122.070721,CALATRAVA (ROMBLON)
12.913485,121.720496,CONCEPCION (ROMBLON)
12.784218,122.047632,CORCUERA (ROMBLON)
12.336565,121.939794,FERROL (ROMBLON)
12.263438,121.995467,LOOC (ROMBLON)
12.492018,122.5142,MAGDIWANG (ROMBLON)
12.399962,121.981513,ODIONGAN (ROMBLON)
12.575469,122.270162,ROMBLON (ROMBLON)
12.567685,122.133196,SAN AGUSTIN (ROMBLON)
12.520839,122.011321,SAN ANDRES (ROMBLON)
12.303413,122.600347,SAN FERNANDO (ROMBLON)
12.062022,121.959164,SAN JOSE (ROMBLON)
12.154013,121.99597,SANTA FE (ROMBLON)
12.391515,122.093621,SANTA MARIA (ROMBLON)
6.103133,125.2923,ALABEL (SARANGANI)
5.821576,125.204496,GLAN (SARANGANI)
5.988411,124.624159,KIAMBA (SARANGANI)
5.862781,124.996807,MAASIM (SARANGANI)
6.061372,124.49576,MAITUM (SARANGANI)
5.970487,125.288544,MALAPATAN (SARANGANI)
6.377615,125.272656,MALUNGON (SARANGANI)
9.276626,123.646993,ENRIQUE VILLANUEVA (SIQUIJOR)
9.248287,123.591295,LARENA (SIQUIJOR)
9.128573,123.633768,LAZI (SIQUIJOR)
9.195963,123.654835,MARIA (SIQUIJOR)
9.158332,123.493579,SAN JUAN (SIQUIJOR)
9.214028,123.513859,SIQUIJOR (SIQUIJOR)
12.980099,124.024252,CITY OF SORSOGON (SORSOGON)
12.862242,124.147651,BARCELONA (SORSOGON)
12.677442,123.875335,BULAN (SORSOGON)
12.750281,124.136676,BULUSAN (SORSOGON)
12.872353,124.008238,CASIGURAN (SORSOGON)
12.978468,123.800287,CASTILLA (SORSOGON)
12.906234,123.596682,DONSOL (SORSOGON)
12.917508,124.123547,GUBAT (SORSOGON)
12.702747,124.034156,IROSIN (SORSOGON)
12.848492,123.988792,JUBAN (SORSOGON)
12.828619,123.834175,MAGALLANES (SORSOGON)
12.585583,124.085637,MATNOG (SORSOGON)
12.924161,123.675412,PILAR (SORSOGON)
13.040154,124.193613,PRIETO DIAZ (SORSOGON)
12.645998,124.107212,SANTA MAGDALENA (SORSOGON)
6.113101,125.171709,CITY OF GENERAL SANTOS (SOUTH COTABATO)
6.47974,124.865707,CITY OF KORONADAL (SOUTH COTABATO)
6.423387,124.77595,BANGA (SOUTH COTABATO)
6.226243,124.711832,LAKE SEBU (SOUTH COTABATO)
6.520006,124.661031,NORALA (SOUTH COTABATO)
6.220706,125.063073,POLOMOLOK (SOUTH COTABATO)
6.428155,124.679723,SANTO NIñO (SOUTH COTABATO)
6.375553,124.747258,SURALLAH (SOUTH COTABATO)
6.443897,124.926522,TAMPAKAN (SOUTH COTABATO)
6.618954,124.748127,TANTANGAN (SOUTH COTABATO)
6.331118,124.950698,TUPI (SOUTH COTABATO)
6.213524,124.822721,T'BOLI (SOUTH COTABATO)
10.131495,124.83852,CITY OF MAASIN  (SOUTHERN LEYTE)
10.274547,125.257981,ANAHAWAN (SOUTHERN LEYTE)
10.354314,124.970267,BONTOC (SOUTHERN LEYTE)
10.394316,125.198336,HINUNANGAN (SOUTHERN LEYTE)
10.351799,125.25319,HINUNDAYAN (SOUTHERN LEYTE)
10.296161,125.051402,LIBAGON (SOUTHERN LEYTE)
10.156132,125.11809,LILOAN (SOUTHERN LEYTE)
9.916884,125.073096,LIMASAWA (SOUTHERN LEYTE)
10.076868,124.942108,MACROHON (SOUTHERN LEYTE)
10.158271,125.002695,MALITBOG (SOUTHERN LEYTE)
10.030135,125.016972,PADRE BURGOS (SOUTHERN LEYTE)
9.944285,125.24888,PINTUYAN (SOUTHERN LEYTE)
10.279719,125.139447,SAINT BERNARD (SOUTHERN LEYTE)
10.261933,125.173325,SAN JUAN (SOUTHERN LEYTE)
10.056171,125.157785,SAN FRANCISCO (SOUTHERN LEYTE)
9.911555,125.276442,SAN RICARDO (SOUTHERN LEYTE)
10.527649,125.162746,SILAGO (SOUTHERN LEYTE)
10.384751,124.980813,SOGOD (SOUTHERN LEYTE)
10.304705,124.979291,TOMAS OPPUS (SOUTHERN LEYTE)
6.692568,124.675794,CITY OF TACURONG (SULTAN KUDARAT)
6.534104,124.56429,BAGUMBAYAN (SULTAN KUDARAT)
6.685921,124.960831,COLUMBIO (SULTAN KUDARAT)
6.722114,124.52011,ESPERANZA (SULTAN KUDARAT)
6.625008,124.597564,ISULAN (SULTAN KUDARAT)
6.555784,124.050531,KALAMANSIG (SULTAN KUDARAT)
6.798688,124.634894,LAMBAYONG (SULTAN KUDARAT)
6.635255,124.066921,LEBAK (SULTAN KUDARAT)
6.559981,124.857796,LUTAYAN (SULTAN KUDARAT)
6.210114,124.188625,PALIMBANG (SULTAN KUDARAT)
6.698399,124.730127,PRESIDENT QUIRINO (SULTAN KUDARAT)
6.4595,124.321784,SENATOR NINOY AQUINO (SULTAN KUDARAT)
6.071213,121.784627,BANGUINGUI (SULU)
6.103352,120.963156,HADJI PANGLIMA TAHIL (SULU)
5.972019,120.971199,INDANAN (SULU)
6.054323,121.002272,JOLO (SULU)
5.88518,121.264202,KALINGALAN CALUANG (SULU)
5.702829,120.818993,LUGUS (SULU)
5.965711,121.312891,LUUK (SULU)
5.933166,121.025549,MAIMBUNG (SULU)
5.9828,121.212413,OLD PANAMAO (SULU)
6.017792,121.389929,OMAR (SULU)
5.549459,120.805952,PANDAMI (SULU)
5.956669,121.196089,PANGLIMA ESTINO (SULU)
6.301951,120.583738,PANGUTARAN (SULU)
7.374446,124.268529,PARANG (SULU)
5.845457,121.145763,PATA (SULU)
6.087636,121.107928,PATIKUL (SULU)
5.544828,120.815847,SIASI (SULU)
5.974687,121.114253,TALIPAO (SULU)
5.704848,120.882215,TAPUL (SULU)
9.791346,125.493444,CITY OF SURIGAO (SURIGAO DEL NORTE)
9.464189,125.575703,ALEGRIA (SURIGAO DEL NORTE)
9.608091,125.640178,BACUAG (SURIGAO DEL NORTE)
10.018169,126.074586,BURGOS (SURIGAO DEL NORTE)
9.573989,125.732694,CLAVER (SURIGAO DEL NORTE)
9.75637,126.053047,DAPA (SURIGAO DEL NORTE)
9.869088,125.970248,DEL CARMEN (SURIGAO DEL NORTE)
9.782319,126.156676,GENERAL LUNA (SURIGAO DEL NORTE)
9.595835,125.697384,GIGAQUIT (SURIGAO DEL NORTE)
9.540582,125.522995,MAINIT (SURIGAO DEL NORTE)
9.61836,125.401773,MALIMONO (SURIGAO DEL NORTE)
9.656431,125.602508,PLACER (SURIGAO DEL NORTE)
9.864451,126.100496,PILAR (SURIGAO DEL NORTE)
9.959395,126.007788,SAN BENITO (SURIGAO DEL NORTE)
9.777944,125.422663,SAN FRANCISCO (SURIGAO DEL NORTE)
9.936765,126.087164,SAN ISIDRO (SURIGAO DEL NORTE)
10.018418,126.038088,SANTA MONICA (SURIGAO DEL NORTE)
9.657773,125.528455,SISON (SURIGAO DEL NORTE)
9.618279,125.965926,SOCORRO (SURIGAO DEL NORTE)
9.698025,125.583806,TAGANAAN (SURIGAO DEL NORTE)
9.55381,125.569606,TUBOD (SURIGAO DEL NORTE)
8.213341,126.316225,CITY OF BISLIG (SURIGAO DEL SUR)
9.073463,126.169041,CITY OF TANDAG (SURIGAO DEL SUR)
8.529275,126.121746,BAROBO (SURIGAO DEL SUR)
8.968996,126.283651,BAYABAS (SURIGAO DEL SUR)
8.918147,126.301803,CAGWAIT (SURIGAO DEL SUR)
9.33612,125.977249,CANTILAN (SURIGAO DEL SUR)
9.229437,126.017607,CARMEN (SURIGAO DEL SUR)
9.368338,125.949499,CARRASCAL (SURIGAO DEL SUR)
9.275362,126.192437,CORTES (SURIGAO DEL SUR)
8.366966,126.337624,HINATUAN (SURIGAO DEL SUR)
9.232018,126.059861,LANUZA (SURIGAO DEL SUR)
8.63298,126.09322,LIANGA (SURIGAO DEL SUR)
8.03808,126.412661,LINGIG (SURIGAO DEL SUR)
9.261208,125.96411,MADRID (SURIGAO DEL SUR)
8.799837,126.298293,MARIHATAG (SURIGAO DEL SUR)
8.744519,126.22391,SAN AGUSTIN (SURIGAO DEL SUR)
8.946731,126.038369,SAN MIGUEL (SURIGAO DEL SUR)
9.019819,126.233025,TAGO (SURIGAO DEL SUR)
8.459067,126.160216,TAGBINA (SURIGAO DEL SUR)
15.486847,120.589871,CITY OF TARLAC (TARLAC)
15.73001,120.626603,ANAO (TARLAC)
15.29003,120.570138,BAMBAN (TARLAC)
15.686368,120.414671,CAMILING (TARLAC)
15.346286,120.592938,CAPAS (TARLAC)
15.323567,120.655509,CONCEPCION (TARLAC)
15.606472,120.59957,GERONA (TARLAC)
15.441171,120.729443,LA PAZ (TARLAC)
15.623,120.387,MAYANTOC (TARLAC)
15.733091,120.57244,MONCADA (TARLAC)
