lat,lon,loc
6.622112,125.25521,KIBLAWAN (DAVAO DEL SUR)
6.70959,125.217675,MATANAO (DAVAO DEL SUR)
6.639175,125.341514,PADADA (DAVAO DEL SUR)
6.833909,125.415247,SANTA CRUZ (DAVAO DEL SUR)
6.600293,125.344039,SULOP (DAVAO DEL SUR)
6.197825,125.694548,DON MARCELINO (DAVAO OCCIDENTAL)
5.912583,125.64437,JOSE ABAD SANTOS (DAVAO OCCIDENTAL)
6.413924,125.610813,MALITA (DAVAO OCCIDENTAL)
6.551132,125.475085,SANTA MARIA (DAVAO OCCIDENTAL)
5.412343,125.421333,SARANGANI (DAVAO OCCIDENTAL)
6.951986,126.216195,CITY OF MATI (DAVAO ORIENTAL)
7.57493,126.561444,BAGANGA (DAVAO ORIENTAL)
6.967247,126.010651,BANAYBANAY (DAVAO ORIENTAL)
7.869827,126.376009,BOSTON (DAVAO ORIENTAL)
7.328502,126.565055,CARAGA (DAVAO ORIENTAL)
7.790298,126.454164,CATEEL (DAVAO ORIENTAL)
6.653559,126.07234,GOVERNOR GENEROSO (DAVAO ORIENTAL)
6.897102,126.011346,LUPON (DAVAO ORIENTAL)
7.210385,126.539193,MANAY (DAVAO ORIENTAL)
6.831501,126.082334,SAN ISIDRO (DAVAO ORIENTAL)
7.049511,126.448173,TARRAGONA (DAVAO ORIENTAL)
10.06544,125.596851,BASILISA (DINAGAT ISLANDS)
9.925939,125.67162,CAGDIANAO (DINAGAT ISLANDS)
9.953974,125.604232,DINAGAT (DINAGAT ISLANDS)
10.196291,125.534374,LIBJO (DINAGAT ISLANDS)
10.359708,125.579031,LORETO (DINAGAT ISLANDS)
10.021175,125.575837,SAN JOSE (DINAGAT ISLANDS)
10.326904,125.560485,TUBAJON (DINAGAT ISLANDS)
11.608132,125.432233,CITY OF BORONGAN (EASTERN SAMAR)
12.269351,125.371225,ARTECHE (EASTERN SAMAR)
11.109166,125.386503,BALANGIGA (EASTERN SAMAR)
11.473004,125.510689,BALANGKAYAN (EASTERN SAMAR)
11.999207,125.449868,CAN-AVID (EASTERN SAMAR)
12.037695,125.483018,DOLORES (EASTERN SAMAR)
11.245948,125.537746,GENERAL MACARTHUR (EASTERN SAMAR)
11.120451,125.450233,GIPORLOS (EASTERN SAMAR)
11.034125,125.722268,GUIUAN (EASTERN SAMAR)
11.345967,125.616607,HERNANI (EASTERN SAMAR)
12.286208,125.234845,JIPAPAD (EASTERN SAMAR)
11.141909,125.302034,LAWAAN (EASTERN SAMAR)
11.413108,125.547677,LLORENTE (EASTERN SAMAR)
12.159306,125.247068,MASLOG (EASTERN SAMAR)
11.501129,125.501766,MAYDOLONG (EASTERN SAMAR)
11.098781,125.710855,MERCEDES (EASTERN SAMAR)
12.140881,125.440089,ORAS (EASTERN SAMAR)
11.157893,125.521183,QUINAPONDAN (EASTERN SAMAR)
11.149272,125.662921,SALCEDO (EASTERN SAMAR)
11.753676,125.454453,SAN JULIAN (EASTERN SAMAR)
12.179823,125.507286,SAN POLICARPO (EASTERN SAMAR)
11.815272,125.453148,SULAT (EASTERN SAMAR)
11.903801,125.418627,TAFT (EASTERN SAMAR)
10.697714,122.647854,BUENAVISTA (GUIMARAS)
10.661374,122.591266,JORDAN (GUIMARAS)
10.525932,122.539791,NUEVA VALENCIA (GUIMARAS)
10.592486,122.690289,SAN LORENZO (GUIMARAS)
10.504621,122.631102,SIBUNAG (GUIMARAS)
16.920902,121.489032,ALFONSO LISTA (IFUGAO)
16.720876,121.069505,ASIPOLO (IFUGAO)
16.978771,121.326395,AGUINALDO (IFUGAO)
16.911372,121.062629,BANAUE (IFUGAO)
16.852365,121.098858,HINGYON (IFUGAO)
16.838471,121.00558,HUNGDUAN (IFUGAO)
16.776774,121.08692,KIANGAN (IFUGAO)
16.798116,121.123928,LAGAWE (IFUGAO)
16.651316,121.218591,LAMUT (IFUGAO)
16.972766,121.221517,MAYOYAO (IFUGAO)
16.674974,120.936732,TINOC (IFUGAO)
18.055716,120.564998,CITY OF BATAC (ILOCOS NORTE)
18.194973,120.592007,CITY OF LAOAG (ILOCOS NORTE)
18.461439,120.901823,ADAMS (ILOCOS NORTE)
18.251907,120.61076,BACARRA (ILOCOS NORTE)
17.926512,120.474504,BADOC (ILOCOS NORTE)
18.537071,120.765173,BANGUI (ILOCOS NORTE)
17.980222,120.654539,BANNA (ILOCOS NORTE)
18.511428,120.644711,BURGOS (ILOCOS NORTE)
18.140327,120.821291,CARASI (ILOCOS NORTE)
18.020248,120.486339,CURRIMAO (ILOCOS NORTE)
18.103237,120.697332,DINGRAS (ILOCOS NORTE)
18.522561,120.80859,DUMALNEG (ILOCOS NORTE)
18.043639,120.678491,MARCOS (ILOCOS NORTE)
17.914729,120.663987,NUEVA ERA (ILOCOS NORTE)
18.559738,120.787524,PAGUDPUD (ILOCOS NORTE)
18.060611,120.521722,PAOAY (ILOCOS NORTE)
18.334304,120.618648,PASUQUIN (ILOCOS NORTE)
18.166456,120.714541,PIDDIG (ILOCOS NORTE)
17.953086,120.527624,PINILI (ILOCOS NORTE)
18.172929,120.593789,SAN NICOLAS (ILOCOS NORTE)
18.158236,120.644164,SARRAT (ILOCOS NORTE)
18.092199,120.772458,SOLSONA (ILOCOS NORTE)
18.230697,120.649147,VINTAR (ILOCOS NORTE)
17.165713,120.4415,CITY OF CANDON (ILOCOS SUR)
17.574996,120.387133,CITY OF VIGAN (ILOCOS SUR)
16.88686,120.530965,ALILEM (ILOCOS SUR)
17.235489,120.478139,BANAYOYO (ILOCOS SUR)
17.581091,120.390477,BANTAY (ILOCOS SUR)
17.333058,120.494557,BURGOS (ILOCOS SUR)
17.794624,120.455541,CABUGAO (ILOCOS SUR)
17.547479,120.383021,CAOAYAN (ILOCOS SUR)
16.990013,120.735189,CERVANTES (ILOCOS SUR)
17.183461,120.468044,GALIMUYOD (ILOCOS SUR)
17.145919,120.611329,GREGORIO DEL PILAR (ILOCOS SUR)
17.268424,120.521986,LIDLIDDA (ILOCOS SUR)
17.685016,120.424555,MAGSINGAL (ILOCOS SUR)
17.446936,120.525451,NAGBUKEL (ILOCOS SUR)
17.418974,120.475461,NARVACAN (ILOCOS SUR)
17.137242,120.677676,QUIRINO (ILOCOS SUR)
17.150997,120.535797,SALCEDO (ILOCOS SUR)
17.237765,120.578546,SAN EMILIO (ILOCOS SUR)
17.329212,120.44523,SAN ESTEBAN (ILOCOS SUR)
17.623893,120.393506,SAN ILDEFONSO (ILOCOS SUR)
17.744769,120.458051,SAN JUAN (ILOCOS SUR)
17.593155,120.37464,SAN VICENTE (ILOCOS SUR)
17.486028,120.43447,SANTA (ILOCOS SUR)
17.589051,120.364023,SANTA CATALINA (ILOCOS SUR)
17.0839,120.450112,SANTA CRUZ (ILOCOS SUR)
17.115908,120.448847,SANTA LUCIA (ILOCOS SUR)
17.367648,120.481471,SANTA MARIA (ILOCOS SUR)
17.294147,120.445832,SANTIAGO (ILOCOS SUR)
17.638948,120.410074,SANTO DOMINGO (ILOCOS SUR)
17.079525,120.609629,SIGAY (ILOCOS SUR)
17.865605,120.456893,SINAIT (ILOCOS SUR)
16.843797,120.514795,SUGPON (ILOCOS SUR)
16.983677,120.513823,SUYO (ILOCOS SUR)
16.933739,120.445167,TAGUDIN (ILOCOS SUR)
10.693295,122.573322,CITY OF ILOILO (ILOILO)
11.117368,122.646285,CITY OF PASSI (ILOILO)
11.171316,123.019931,AJUY (ILOILO)
10.815923,122.431853,ALIMODIAN (ILOILO)
10.977944,122.750775,ANILAO (ILOILO)
10.986021,122.536932,BADIANGAN (ILOILO)
11.472202,123.088507,BALASAN (ILOILO)
11.00074,122.818638,BANATE (ILOILO)
10.897069,122.694711,BAROTAC NUEVO (ILOILO)
11.043384,122.85071,BAROTAC VIEJO (ILOILO)
11.417695,123.110132,BATAD (ILOILO)
11.23302,122.566972,BINGAWAN (ILOILO)
10.879775,122.480925,CABATUAN (ILOILO)
11.122486,122.536682,CALINOG (ILOILO)
11.573682,123.133145,CARLES (ILOILO)
11.21481,123.109212,CONCEPCION (ILOILO)
10.999307,122.671714,DINGLE (ILOILO)
11.064537,122.617351,DUE√±AS (ILOILO)
10.820389,122.712017,DUMANGAS (ILOILO)
11.457006,123.150982,ESTANCIA (ILOILO)
10.660797,122.323443,GUIMBAL (ILOILO)
10.716247,122.265476,IGBARAS (ILOILO)
10.94938,122.500933,JANIUAY (ILOILO)
11.054802,122.475352,LAMBUNAO (ILOILO)
10.785071,122.590102,LEGANES (ILOILO)
11.225596,122.928565,LEMERY (ILOILO)
10.780331,122.387198,LEON (ILOILO)
10.890741,122.434373,MAASIN (ILOILO)
10.640851,122.235097,MIAGAO (ILOILO)
10.930422,122.57391,MINA (ILOILO)
10.879159,122.597625,NEW LUCENA (ILOILO)
10.692104,122.477803,OTON (ILOILO)
10.775018,122.542187,PAVIA (ILOILO)
10.942947,122.637769,POTOTAN (ILOILO)
11.271075,123.094775,SAN DIONISIO (ILOILO)
11.071672,122.656175,SAN ENRIQUE (ILOILO)
10.586671,122.142121,SAN JOAQUIN (ILOILO)
10.780726,122.46483,SAN MIGUEL (ILOILO)
11.176409,122.828217,SAN RAFAEL (ILOILO)
10.827451,122.531315,SANTA BARBARA (ILOILO)
11.257224,123.014105,SARA (ILOILO)
10.674019,122.376645,TIGBAUAN (ILOILO)
10.765422,122.318175,TUBUNGAN (ILOILO)
10.82269,122.608968,ZARRAGA (ILOILO)
16.934671,121.774369,CITY OF CAUAYAN (ISABELA)
17.143212,121.888742,CITY OF ILAGAN (ISABELA)
16.704044,121.558451,CITY OF SANTIAGO (ISABELA)
16.778286,121.695722,ALICIA (ISABELA)
16.757174,121.74791,ANGADANAN (ISABELA)
16.990675,121.635589,AURORA (ISABELA)
16.987804,121.958274,BENITO SOLIVEN (ISABELA)
17.088695,121.703137,BURGOS (ISABELA)
17.426173,121.764889,CABAGAN (ISABELA)
16.95306,121.669158,CABATUAN (ISABELA)
16.670741,121.467302,CORDON (ISABELA)
17.304485,121.778573,DELFIN ALBANO (ISABELA)
16.525522,122.262338,DINAPIGUE (ISABELA)
17.327789,122.296666,DIVILACAN (ISABELA)
16.716338,121.684349,ECHAGUE (ISABELA)
17.047383,121.833553,GAMU (ISABELA)
16.561365,121.702043,JONES (ISABELA)
16.968203,121.729125,LUNA (ISABELA)
17.386967,122.237789,MACONACON (ISABELA)
17.211495,121.611409,MALLIG (ISABELA)
17.017939,121.852202,NAGUILIAN (ISABELA)
17.063088,122.429103,PALANAN (ISABELA)
17.311851,121.60441,QUEZON (ISABELA)
17.129683,121.718575,QUIRINO (ISABELA)
16.78134,121.534792,RAMON (ISABELA)
16.992614,121.811723,REINA MERCEDES (ISABELA)
17.120892,121.619476,ROXAS (ISABELA)
16.508036,121.746921,SAN AGUSTIN (ISABELA)
16.721212,121.809457,SAN GUILLERMO (ISABELA)
16.733942,121.63423,SAN ISIDRO (ISABELA)
17.028396,121.629737,SAN MANUEL (ISABELA)
16.983858,122.000264,SAN MARIANO (ISABELA)
17.448479,121.794964,3466 (SAN PABLO)
16.882131,121.584701,SAN MATEO (ISABELA)
17.469312,121.751852,SANTA MARIA (ISABELA)
17.399319,121.76644,SANTO TOMAS (ISABELA)
17.274687,121.807896,TUMAUINI (ISABELA)
17.471483,121.466556,CITY OF TABUK (KALINGA)
17.501345,121.200697,BALBALAN (KALINGA)
17.351244,121.17489,LUBUAGAN (KALINGA)
17.389473,121.159926,PASIL (KALINGA)
17.614199,121.41158,PINUKPUK (KALINGA)
17.500922,121.584192,RIZAL (KALINGA)
17.28145,121.230217,TANUDAN (KALINGA)
17.265212,121.148694,TINGLAYAN (KALINGA)
16.616808,120.317307,CITY OF SAN FERNANDO (LA UNION)
16.323638,120.366643,AGOO (LA UNION)
16.39511,120.353883,ARINGAY (LA UNION)
16.71989,120.352402,BACNOTAN (LA UNION)
16.607829,120.43806,BAGULIN (LA UNION)
16.822168,120.402576,BALAOAN (LA UNION)
16.893879,120.422725,BANGAR (LA UNION)
16.526433,120.329578,BAUANG (LA UNION)
16.521197,120.455647,BURGOS (LA UNION)
16.430861,120.344411,CABA (LA UNION)
16.853266,120.378277,LUNA (LA UNION)
16.531508,120.394048,NAGUILIAN (LA UNION)
16.320378,120.467884,PUGO (LA UNION)
16.229815,120.486911,ROSARIO (LA UNION)
16.67405,120.401767,SAN GABRIEL (LA UNION)
16.670127,120.337474,SAN JUAN (LA UNION)
16.284388,120.390528,SANTO TOMAS (LA UNION)
16.771695,120.459491,SANTOL (LA UNION)
16.905017,120.462426,SUDIPEN (LA UNION)
16.346209,120.413388,TUBAO (LA UNION)
14.315144,121.079711,CITY OF BI√±AN (LAGUNA)
14.27152,121.124336,CITY OF CABUYAO (LAGUNA)
14.194025,121.159827,CITY OF CALAMBA (LAGUNA)
14.074527,121.324608,CITY OF SAN PABLO (LAGUNA)
14.363037,121.060497,CITY OF SAN PEDRO (LAGUNA)
14.314468,121.113742,CITY OF SANTA ROSA (LAGUNA)
14.065342,121.246503,ALAMINOS (LAGUNA)
14.180674,121.284766,BAY (LAGUNA)
14.146639,121.314651,CALAUAN (LAGUNA)
14.245389,121.506571,CAVINTI (LAGUNA)
14.437784,121.447751,FAMY (LAGUNA)
14.327548,121.480334,KALAYAAN (LAGUNA)
14.130599,121.436004,LILIW (LAGUNA)
14.176948,121.222031,LOS BA√±OS (LAGUNA)
14.185391,121.509532,LUISIANA (LAGUNA)
14.297014,121.459367,LUMBAN (LAGUNA)
14.42552,121.429594,MABITAC (LAGUNA)
14.200176,121.429433,MAGDALENA (LAGUNA)
14.14671,121.470632,MAJAYJAY (LAGUNA)
14.133254,121.41507,NAGCARLAN (LAGUNA)
14.364146,121.481339,PAETE (LAGUNA)
14.272433,121.455784,PAGSANJAN (LAGUNA)
14.381107,121.478706,PAKIL (LAGUNA)
14.402712,121.46852,PANGIL (LAGUNA)
14.235125,121.363944,PILA (LAGUNA)
14.109892,121.393472,RIZAL (LAGUNA)
14.281699,121.414432,SANTA CRUZ (LAGUNA)
14.470279,121.423346,SANTA MARIA (LAGUNA)
14.421539,121.445886,SINILOAN (LAGUNA)
14.227218,121.327958,VICTORIA (LAGUNA)
8.226036,124.251804,CITY OF ILIGAN (LANAO DEL NORTE)
8.189294,124.023774,BACOLOD (LANAO DEL NORTE)
8.127559,124.209109,BALOI (LANAO DEL NORTE)
8.026158,123.778474,BAROY (LANAO DEL NORTE)
7.899358,123.768297,KAPATAGAN (LANAO DEL NORTE)
8.189357,124.086713,KAUSWAGAN (LANAO DEL NORTE)
8.114891,123.90237,KOLAMBUGAN (LANAO DEL NORTE)
7.964141,123.775551,LALA (LANAO DEL NORTE)
8.183414,124.163465,LINAMON (LANAO DEL NORTE)
8.159741,123.960358,MAIGO (LANAO DEL NORTE)
8.034904,123.914736,MAGSAYSAY (LANAO DEL NORTE)
8.134358,124.167597,MATUNGAO (LANAO DEL NORTE)
7.972056,124.061361,MUNAI (LANAO DEL NORTE)
7.788214,123.908967,NUNUNGAN (LANAO DEL NORTE)
8.034365,124.141398,PANTAO RAGAT (LANAO DEL NORTE)
8.064707,124.263429,PANTAR (LANAO DEL NORTE)
8.078705,124.052729,POONA PIAGAPO (LANAO DEL NORTE)
7.903884,123.841361,SALVADOR (LANAO DEL NORTE)
7.844874,123.836452,SAPAD (LANAO DEL NORTE)
7.795262,123.718591,SULTAN NAGA DIMAPORO (LANAO DEL NORTE)
8.127077,124.277968,TAGOLOAN (LANAO DEL NORTE)
8.046308,123.943415,TANGCAL (LANAO DEL NORTE)
8.05502,123.792513,TUBOD (LANAO DEL NORTE)
8.001211,124.284497,CITY OF MARAWI (LANAO DEL SUR)
7.785223,124.682328,AMAI MANABILANG (LANAO DEL SUR)
7.860084,124.144043,BACOLOD-KALAWI (LANAO DEL SUR)
7.508095,124.128144,BALABAGAN (LANAO DEL SUR)
7.915661,124.20531,BALINDONG (LANAO DEL SUR)
7.799374,124.197398,BAYANG (LANAO DEL SUR)
7.795313,124.166221,BINIDAYAN (LANAO DEL SUR)
7.949673,124.378836,BUADIPOSO-BUNTONG (LANAO DEL SUR)
7.982769,124.385407,BUBONG (LANAO DEL SUR)
7.742758,124.314665,BUTIG (LANAO DEL SUR)
7.737418,124.081687,CALANOGAS (LANAO DEL SUR)
7.978963,124.355014,DITSAAN-RAMAIN (LANAO DEL SUR)
7.826574,124.103752,GANASSI (LANAO DEL SUR)
8.063603,124.36165,KAPAI (LANAO DEL SUR)
7.541499,124.213666,KAPATAGAN (LANAO DEL SUR)
7.865487,124.369772,LUMBA-BAYABAO (LANAO DEL SUR)
7.753558,124.203272,LUMBACA-UNAYAN (LANAO DEL SUR)
7.785657,124.258127,LUMBATAN (LANAO DEL SUR)
7.783524,124.282553,LUMBAYANAGUE (LANAO DEL SUR)
7.854737,124.114338,MADALUM (LANAO DEL SUR)
7.858607,124.049818,MADAMBA (LANAO DEL SUR)
7.889311,124.371435,MAGUING (LANAO DEL SUR)
7.593184,124.068618,MALABANG (LANAO DEL SUR)
7.974373,124.260267,MARANTAO (LANAO DEL SUR)
7.677502,124.150061,MAROGONG (LANAO DEL SUR)
7.818315,124.332108,MASIU (LANAO DEL SUR)
7.916712,124.361648,MULONDO (LANAO DEL SUR)
7.767876,124.085876,PAGAYAWAN (LANAO DEL SUR)
8.010721,124.237141,PIAGAPO (LANAO DEL SUR)
7.669305,123.967048,PICONG (LANAO DEL SUR)
7.835625,124.359999,POONA BAYABAO (LANAO DEL SUR)
7.820836,124.080256,PUALAS (LANAO DEL SUR)
8.034361,124.26898,SAGUIARAN (LANAO DEL SUR)
7.711568,124.250479,SULTAN DUMALONDONG (LANAO DEL SUR)
8.079673,124.410076,TAGOLOAN II (LANAO DEL SUR)
7.876936,124.325751,TAMPARAN (LANAO DEL SUR)
7.900069,124.33457,TARAKA (LANAO DEL SUR)
7.690521,124.081581,TUBARAN (LANAO DEL SUR)
7.8819,124.176607,TUGAYA (LANAO DEL SUR)
7.638338,124.723333,WAO (LANAO DEL SUR)
10.676912,124.798125,CITY OF BAYBAY (LEYTE)
11.013035,124.604613,CITY OF ORMOC (LEYTE)
11.243607,125.007918,CITY OF TACLOBAN (LEYTE)
10.746849,125.01288,ABUYOG (LEYTE)
11.207221,124.846836,ALANGALANG (LEYTE)
10.917045,124.694539,ALBUERA (LEYTE)
11.420776,124.843408,BABATNGON (LEYTE)
11.32556,124.734805,BARUGO (LEYTE)
10.327683,124.790619,BATO (LEYTE)
10.974518,124.892208,BURAUEN (LEYTE)
11.447663,124.425436,CALUBIAN (LEYTE)
11.293408,124.643013,CAPOOCAN (LEYTE)
11.301956,124.685088,CARIGARA (LEYTE)
11.065479,124.902639,DAGAMI (LEYTE)
10.953682,125.033727,DULAG (LEYTE)
10.372927,124.748414,HILONGOS (LEYTE)
10.433888,124.729873,HINDANG (LEYTE)
10.501067,124.739453,INOPACAN (LEYTE)
10.926481,124.434662,ISABEL (LEYTE)
11.189414,124.782979,JARO (LEYTE)
10.794205,124.935976,JAVIER (LEYTE)
10.973054,124.962228,JULITA (LEYTE)
11.183706,124.561958,KANANGA (LEYTE)
10.890938,124.958053,LA PAZ (LEYTE)
11.370973,124.486805,LEYTE (LEYTE)
10.834552,124.997799,MACARTHUR (LEYTE)
10.605511,124.965075,MAHAPLAG (LEYTE)
11.147946,124.470687,MATAG-OB (LEYTE)
10.282204,124.785185,MATALOM (LEYTE)
10.903427,125.005662,MAYORGA (LEYTE)
10.907923,124.537663,MERIDA (LEYTE)
11.160164,124.990149,PALO (LEYTE)
11.048072,124.382258,PALOMPON (LEYTE)
11.136724,124.886687,PASTRANA (LEYTE)
11.40614,124.350488,SAN ISIDRO (LEYTE)
11.290944,124.832615,SAN MIGUEL (LEYTE)
11.185763,124.91756,SANTA FE (LEYTE)
11.307434,124.370461,TABANGO (LEYTE)
11.042021,124.964529,TABONTABON (LEYTE)
11.110681,125.016362,TANAUAN (LEYTE)
11.06328,125.038063,TOLOSA (LEYTE)
11.245843,124.750579,TUNGA (LEYTE)
11.20906,124.392543,VILLABA (LEYTE)
7.197242,124.234607,CITY OF COTABATO (MAGUINDANAO)
6.831837,124.45672,AMPATUAN (MAGUINDANAO)
7.470786,124.356213,BARIRA (MAGUINDANAO)
7.514479,124.370571,BULDON (MAGUINDANAO)
6.712884,124.79509,BULUAN (MAGUINDANAO)
6.751466,124.491516,DATU ABDULLAH SANGKI (MAGUINDANAO)
6.926584,124.317044,DATU ANGGAL MIDTIMBANG (MAGUINDANAO)
7.067929,124.01928,DATU BLAH T. SINSUAT (MAGUINDANAO)
6.85808,124.42524,DATU HOFFER AMPATUAN (MAGUINDANAO)
7.076749,124.748534,DATU MONTAWAL (MAGUINDANAO)
7.023215,124.315413,DATU ODIN SINSUAT (MAGUINDANAO)
6.746125,124.869896,DATU PAGLAS (MAGUINDANAO)
7.027542,124.506054,DATU PIANG (MAGUINDANAO)
6.976156,124.481546,DATU SALIBU (MAGUINDANAO)
6.926409,124.415025,DATU SAUDI-AMPATUAN (MAGUINDANAO)
6.910726,124.48368,DATU UNSAY (MAGUINDANAO)
6.827391,124.7542,GENERAL SALIPADA K. PENDATUN (MAGUINDANAO)
6.976205,124.386174,GUINDULUNGAN (MAGUINDANAO)
7.118283,124.364035,KABUNTALAN (MAGUINDANAO)
6.893204,124.500642,MAMASAPANO (MAGUINDANAO)
6.646725,124.785773,MANGUDADATU (MAGUINDANAO)
7.46667,124.258922,MATANOG (MAGUINDANAO)
7.201424,124.476401,NORTHERN KABUNTALAN (MAGUINDANAO)
7.060919,124.699126,PAGALUNGAN (MAGUINDANAO)
6.78101,124.784838,PAGLAT (MAGUINDANAO)
6.740983,124.782715,PANDAG (MAGUINDANAO)
7.374437,124.268524,PARANG (MAGUINDANAO)
7.374437,124.268524,RAJAH BUAYAN (MAGUINDANAO)
6.864139,124.438971,SHARIFF AGUAK (MAGUINDANAO)
6.884917,124.491247,SHARIFF SAYDONA MUSTAPHA (MAGUINDANAO)
6.855081,124.145534,SOUTH UPI (MAGUINDANAO)
7.271396,124.291543,SULTAN KUDARAT (MAGUINDANAO)
7.297585,124.285297,SULTAN MASTURA (MAGUINDANAO)
6.87624,124.603385,SULTAN SA BARONGIS (MAGUINDANAO)
7.035094,124.374127,SULTAN SUMAGKA (MAGUINDANAO)
6.984518,124.356424,TALAYAN (MAGUINDANAO)
7.010374,124.159622,UPI (MAGUINDANAO)
13.446629,121.841671,BOAC (MARINDUQUE)
13.256328,121.943217,BUENAVISTA (MARINDUQUE)
13.32414,121.846503,GASAN (MARINDUQUE)
13.473888,121.860502,MOGPOG (MARINDUQUE)
13.476132,122.028326,SANTA CRUZ (MARINDUQUE)
13.32087,122.086073,TORRIJOS (MARINDUQUE)
12.371531,123.622318,CITY OF MASBATE (MASBATE)
12.512506,123.398949,AROROY (MASBATE)
12.471615,123.49719,BALENO (MASBATE)
12.039809,123.191792,BALUD (MASBATE)
12.42075,123.780459,BATUAN (MASBATE)
11.999363,123.997542,CATAINGAN (MASBATE)
11.930247,123.768985,CAWAYAN (MASBATE)
12.901641,123.246735,CLAVERIA (MASBATE)
12.192394,123.857046,DIMASALANG (MASBATE)
11.736822,124.041752,ESPERANZA (MASBATE)
12.226687,123.285829,MANDAON (MASBATE)
12.244145,123.515162,MILAGROS (MASBATE)
12.335183,123.657796,MOBO (MASBATE)
12.642612,123.66372,MONREAL (MASBATE)
12.146608,123.924193,PALANAS (MASBATE)
11.883628,124.049819,PIO V. CORPUZ (MASBATE)
11.8711,123.918374,PLACER (MASBATE)
12.483798,123.762633,SAN FERNANDO (MASBATE)
12.570192,123.733673,SAN JACINTO (MASBATE)
13.128736,122.977526,SAN PASCUAL (MASBATE)
12.225073,123.786577,USON (MASBATE)
14.648868,120.990631,CITY OF CALOOCAN (NATIONAL CAPITAL REGION)
14.449702,120.9826,CITY OF LAS PIÑAS (NATIONAL CAPITAL REGION)
14.570525,121.02743,CITY OF MAKATI (NATIONAL CAPITAL REGION)
14.65775,120.950888,CITY OF MALABON (NATIONAL CAPITAL REGION)
14.57774,121.033764,CITY OF MANDALUYONG (NATIONAL CAPITAL REGION)
14.589496,120.981622,CITY OF MANILA (NATIONAL CAPITAL REGION)
14.633029,121.09897,CITY OF MARIKINA (NATIONAL CAPITAL REGION)
14.395013,121.044261,CITY OF MUNTINLUPA (NATIONAL CAPITAL REGION)
14.658122,120.947834,CITY OF NAVOTAS (NATIONAL CAPITAL REGION)
14.470569,121.022864,CITY OF PARA√ëAQUE (NATIONAL CAPITAL REGION)
14.543831,120.995153,PASAY CITY (NATIONAL CAPITAL REGION)
14.559596,121.081279,CITY OF PASIG (NATIONAL CAPITAL REGION)
14.542046,121.064653,PATEROS (NATIONAL CAPITAL REGION)
14.646425,121.050208,QUEZON CITY (NATIONAL CAPITAL REGION)
14.605024,121.029792,CITY OF SAN JUAN (NATIONAL CAPITAL REGION)
14.528945,121.069887,CITY OF TAGUIG (NATIONAL CAPITAL REGION)
14.691744,120.969542,CITY OF VALENZUELA (NATIONAL CAPITAL REGION)
8.485424,123.808201,CITY OF OROQUIETA (MISAMIS OCCIDENTAL)
8.151047,123.850237,CITY OF OZAMIS (MISAMIS OCCIDENTAL)
8.06108,123.751448,CITY OF TANGUB (MISAMIS OCCIDENTAL)
8.415825,123.820985,ALORAN (MISAMIS OCCIDENTAL)
8.660114,123.603018,BALIANGAO (MISAMIS OCCIDENTAL)
8.052748,123.613959,BONIFACIO (MISAMIS OCCIDENTAL)
8.560506,123.643834,CALAMBA (MISAMIS OCCIDENTAL)
8.200016,123.862144,CLARIN (MISAMIS OCCIDENTAL)
8.420922,123.604892,CONCEPCION (MISAMIS OCCIDENTAL)
8.247232,123.568571,DON VICTORIANO CHIONGBIAN (MISAMIS OCCIDENTAL)
8.335182,123.840174,JIMENEZ (MISAMIS OCCIDENTAL)
8.551418,123.767876,LOPEZ JAENA (MISAMIS OCCIDENTAL)
8.365302,123.838348,PANAON (MISAMIS OCCIDENTAL)
8.621431,123.709888,PLARIDEL (MISAMIS OCCIDENTAL)
8.542368,123.567626,SAPANG DALAGA (MISAMIS OCCIDENTAL)
8.285235,123.842628,SINACABAN (MISAMIS OCCIDENTAL)
8.241419,123.847456,TUDELA (MISAMIS OCCIDENTAL)
8.476373,124.641533,CITY OF CAGAYAN DE ORO (MISAMIS ORIENTAL)
8.558847,124.526415,CITY OF EL SALVADOR (MISAMIS ORIENTAL)
8.816369,125.103532,CITY OF GINGOOG (MISAMIS ORIENTAL)
8.570742,124.473084,ALUBIJID (MISAMIS ORIENTAL)
8.742405,124.774633,BALINGASAG (MISAMIS ORIENTAL)
9.003995,124.850566,BALINGOAN (MISAMIS ORIENTAL)
8.921831,124.785569,BINUANGAN (MISAMIS ORIENTAL)
8.611757,124.893731,CLAVERIA (MISAMIS ORIENTAL)
8.593954,124.40587,GITAGUM (MISAMIS ORIENTAL)
8.498583,124.304132,INITAO (MISAMIS ORIENTAL)
8.651692,124.755833,JASAAN (MISAMIS ORIENTAL)
8.983586,124.79138,KINOGUITAN (MISAMIS ORIENTAL)
8.806107,124.787926,LAGONGLONG (MISAMIS ORIENTAL)
8.573572,124.442405,LAGUINDINGAN (MISAMIS ORIENTAL)
8.56296,124.352037,LIBERTAD (MISAMIS ORIENTAL)
8.343212,124.2595,LUGAIT (MISAMIS ORIENTAL)
9.019786,125.182551,MAGSAYSAY (MISAMIS ORIENTAL)
8.403995,124.288099,MANTICAO (MISAMIS ORIENTAL)
8.911689,125.024838,MEDINA (MISAMIS ORIENTAL)
8.433667,124.29041,NAAWAN (MISAMIS ORIENTAL)
8.521335,124.574363,OPOL (MISAMIS ORIENTAL)
8.858195,124.786264,SALAY (MISAMIS ORIENTAL)
